tail_number,company_name,icao24,flight_date,departure_time,arrival_time,flight_duration_min,estDepartureAirport,dep_airport_name,dep_city,dep_country,dep_lat,dep_lon,estArrivalAirport,arr_airport_name,arr_city,arr_country,arr_lat,arr_lon
N191MM,"Workday, Inc.",a16d01,2025-01-13,2025-01-13 20:59:36+00:00,2025-01-13 21:28:07+00:00,28.5,,,,,,,KLVK,Livermore Municipal Airport,Livermore,US,37.6934013367,-121.819999695
N191MM,"Workday, Inc.",a16d01,2025-01-13,2025-01-13 18:46:28+00:00,2025-01-13 19:12:12+00:00,25.7,KLVK,Livermore Municipal Airport,Livermore,US,37.6934013367,-121.819999695,,,,,,
N191MM,"Workday, Inc.",a16d01,2025-01-20,2025-01-20 06:21:30+00:00,2025-01-20 22:06:51+00:00,945.4,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,YSSY,Sydney Kingsford Smith International Airport,Sydney (Mascot),AU,-33.946098,151.177002
N191MM,"Workday, Inc.",a16d01,2025-01-20,2025-01-20 02:40:34+00:00,2025-01-20 02:54:57+00:00,14.4,KLVK,Livermore Municipal Airport,Livermore,US,37.6934013367,-121.819999695,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N191MM,"Workday, Inc.",a16d01,2025-01-22,2025-01-22 22:09:34+00:00,2025-01-22 23:13:38+00:00,64.1,YSSY,Sydney Kingsford Smith International Airport,Sydney (Mascot),AU,-33.946098,151.177002,YMML,Melbourne Airport,Melbourne,AU,-37.670732,144.837898
N191MM,"Workday, Inc.",a16d01,2025-01-26,2025-01-26 19:41:06+00:00,2025-01-26 19:53:18+00:00,12.2,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,KLVK,Livermore Municipal Airport,Livermore,US,37.6934013367,-121.819999695
N191MM,"Workday, Inc.",a16d01,2025-01-25,2025-01-25 12:18:16+00:00,2025-01-26 18:26:48+00:00,1808.5,YMML,Melbourne Airport,Melbourne,AU,-37.670732,144.837898,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N191MM,"Workday, Inc.",a16d01,2025-02-27,2025-02-27 21:32:20+00:00,2025-02-27 21:47:57+00:00,15.6,KLVK,Livermore Municipal Airport,Livermore,US,37.6934013367,-121.819999695,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N191MM,"Workday, Inc.",a16d01,2025-03-03,2025-03-03 04:06:51+00:00,2025-03-03 05:31:05+00:00,84.2,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,KAVQ,Marana Regional Airport,Marana,US,32.409065,-111.216199
N191MM,"Workday, Inc.",a16d01,2025-03-02,2025-03-02 11:24:26+00:00,2025-03-02 11:56:03+00:00,31.6,,,,,,,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N191MM,"Workday, Inc.",a16d01,2025-03-04,2025-03-04 03:57:06+00:00,2025-03-04 05:56:22+00:00,119.3,KAVQ,Marana Regional Airport,Marana,US,32.409065,-111.216199,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N191MM,"Workday, Inc.",a16d01,2025-03-06,2025-03-06 21:07:30+00:00,2025-03-06 22:10:13+00:00,62.7,KLAS,Harry Reid International Airport,Las Vegas,US,36.083361,-115.151817,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N191MM,"Workday, Inc.",a16d01,2025-03-19,2025-03-19 18:40:09+00:00,2025-03-19 22:30:02+00:00,229.9,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,KAGS,Augusta Regional At Bush Field,Augusta,US,33.3699,-81.9645
N191MM,"Workday, Inc.",a16d01,2025-03-18,2025-03-18 23:26:55+00:00,2025-03-18 23:41:21+00:00,14.4,KLVK,Livermore Municipal Airport,Livermore,US,37.6934013367,-121.819999695,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N191MM,"Workday, Inc.",a16d01,2025-03-22,2025-03-22 20:07:36+00:00,2025-03-22 20:23:16+00:00,15.7,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,63CN,Meadowlark Field,Livermore,US,37.66130065917969,-121.69400024414062
N191MM,"Workday, Inc.",a16d01,2025-03-22,2025-03-22 17:39:36+00:00,2025-03-22 19:13:52+00:00,94.3,,,,,,,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N191MM,"Workday, Inc.",a16d01,2025-03-22,2025-03-22 02:32:29+00:00,2025-03-22 05:46:25+00:00,193.9,KAGS,Augusta Regional At Bush Field,Augusta,US,33.3699,-81.9645,,,,,,
