tail_number,company_name,icao24,flight_date,departure_time,arrival_time,flight_duration_min,estDepartureAirport,dep_airport_name,dep_city,dep_country,dep_lat,dep_lon,estArrivalAirport,arr_airport_name,arr_city,arr_country,arr_lat,arr_lon
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-11-07,2024-11-07 19:29:07+00:00,2024-11-07 19:59:07+00:00,30.0,KAUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-11-07,2024-11-07 16:31:17+00:00,2024-11-07 16:58:29+00:00,27.2,XS39,,,,,,KAUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-11-06,2024-11-06 19:16:20+00:00,2024-11-06 23:11:22+00:00,235.0,KBOS,Boston Logan International Airport,Boston,US,42.36197,-71.0079,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-11-06,2024-11-06 01:04:33+00:00,2024-11-06 01:53:29+00:00,48.9,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799,KBOS,Boston Logan International Airport,Boston,US,42.36197,-71.0079
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-11-10,2024-11-10 14:49:36+00:00,2024-11-10 16:46:31+00:00,116.9,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-11-12,2024-11-12 22:47:15+00:00,2024-11-13 00:57:22+00:00,130.1,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-11-21,2024-11-21 15:33:01+00:00,2024-11-21 15:59:47+00:00,26.8,KAUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-11-21,2024-11-21 12:58:03+00:00,2024-11-21 13:25:40+00:00,27.6,XS39,,,,,,KAUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-12-04,2024-12-04 20:03:01+00:00,2024-12-04 21:08:09+00:00,65.1,,,,,,,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-12-04,2024-12-04 13:55:49+00:00,2024-12-04 14:35:35+00:00,39.8,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812,,,,,,
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-12-09,2024-12-09 18:14:57+00:00,2024-12-09 20:54:56+00:00,160.0,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-12-10,2024-12-10 20:03:37+00:00,2024-12-10 23:37:46+00:00,214.2,,,,,,,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-12-17,2024-12-17 00:32:27+00:00,2024-12-17 00:59:14+00:00,26.8,KAUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-12-16,2024-12-16 15:18:24+00:00,2024-12-16 15:48:17+00:00,29.9,XS39,,,,,,KAUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015
N102CE,CENTERPOINT ENERGY INC,a00c59,2024-12-18,2024-12-18 16:47:42+00:00,2024-12-18 20:31:01+00:00,223.3,XS39,,,,,,KAPC,Napa County Airport,Napa,US,38.2132,-122.280998
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-01-06,2025-01-06 19:24:49+00:00,2025-01-06 21:45:59+00:00,141.2,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US,33.435302,-112.005905
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-01-05,2025-01-05 17:54:12+00:00,2025-01-05 21:01:25+00:00,187.2,KAPC,Napa County Airport,Napa,US,38.2132,-122.280998,TS90,,,,,
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-01-08,2025-01-08 17:53:16+00:00,2025-01-08 19:46:44+00:00,113.5,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US,33.435302,-112.005905,KAXH,Houston Southwest Airport,Rosharon,US,29.5061,-95.476898
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-01-16,2025-01-16 02:53:45+00:00,2025-01-16 05:43:35+00:00,169.8,KEFD,Ellington Airport,Houston,US,29.6072998047,-95.1587982178,KBOS,Boston Logan International Airport,Boston,US,42.36197,-71.0079
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-01-30,2025-01-30 16:52:27+00:00,2025-01-30 19:50:24+00:00,178.0,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812,KSAN,San Diego International Airport,San Diego,US,32.733601,-117.190002
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-01-31,2025-01-31 15:28:06+00:00,2025-01-31 17:55:31+00:00,147.4,KSAN,San Diego International Airport,San Diego,US,32.733601,-117.190002,KAXH,Houston Southwest Airport,Rosharon,US,29.5061,-95.476898
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-02-24,2025-02-24 21:35:48+00:00,2025-02-24 22:25:56+00:00,50.1,,,,,,,KAXH,Houston Southwest Airport,Rosharon,US,29.5061,-95.476898
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-02-28,2025-02-28 21:31:13+00:00,2025-02-28 22:01:11+00:00,30.0,,,,,,,K1L0,Port of South Louisiana Executive Regional Airport,Reserve,US,30.087,-90.582602
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-03-03,2025-03-03 16:43:12+00:00,2025-03-03 19:16:18+00:00,153.1,KMSY,Louis Armstrong New Orleans International Airport,New Orleans,US,29.993401,-90.264673,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-03-04,2025-03-04 22:20:13+00:00,2025-03-05 01:32:27+00:00,192.2,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-03-07,2025-03-07 18:16:22+00:00,2025-03-07 22:19:48+00:00,243.4,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812,KAPC,Napa County Airport,Napa,US,38.2132,-122.280998
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-03-16,2025-03-16 17:13:29+00:00,2025-03-16 20:12:19+00:00,178.8,KAPC,Napa County Airport,Napa,US,38.2132,-122.280998,KAXH,Houston Southwest Airport,Rosharon,US,29.5061,-95.476898
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-03-19,2025-03-19 19:00:42+00:00,2025-03-19 19:33:42+00:00,33.0,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812,KAUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015
N102CE,CENTERPOINT ENERGY INC,a00c59,2025-03-21,2025-03-21 20:13:58+00:00,2025-03-21 20:41:49+00:00,27.8,KAUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015,KEFD,Ellington Airport,Houston,US,29.6072998047,-95.1587982178
